0.181534, 100, 200, 900, 997, 900, 997
0.258664, 300, 400, 900, 997, 900, 997
0.357767, 800, 900, 900, 997, 900, 997
0.456877, 100, 200, 300, 400, 997, 1000
0.527984, 200, 300, 400, 500, 997, 1000
0.553098, 300, 400, 400, 500, 997, 1000
0.596212, 200, 300, 500, 600, 997, 1000
0.682332, 300, 400, 600, 700, 900, 997
0.779424, 500, 600, 700, 800, 997, 1000
0.779438, 600, 700, 700, 800, 900, 997
0.832545, 0, 100, 800, 900, 997, 1000
0.847655, 300, 400, 800, 900, 900, 997
0.868745, 400, 500, 800, 900, 997, 1000
0.899849, 700, 800, 800, 900, 997, 1000
0.925951, 100, 200, 400, 500, 400, 500
0.991075, 300, 400, 300, 400, 500, 600
1.01118, 0, 100, 500, 600, 500, 600
1.08929, 100, 200, 300, 400, 600, 700
1.13535, 400, 500, 500, 600, 600, 700
1.20545, 0, 100, 200, 300, 700, 800
1.24155, 100, 200, 400, 500, 700, 800
1.24565, 300, 400, 400, 500, 700, 800
1.30874, 200, 300, 600, 700, 700, 800
1.39685, 100, 200, 300, 400, 800, 900
1.40094, 0, 100, 400, 500, 800, 900
1.45004, 100, 200, 500, 600, 800, 900
1.53416, 300, 400, 700, 800, 800, 900
1.59526, 800, 900, 800, 900, 800, 900
